Author,Date,Text
ᴍ ᴀ ғ ᴇ ʀ,2019-11-17 16:06:58,Ok DRAKE CAMPANA
jin,2019-11-17 16:06:54,I can teach you Spanish and at the same time you can teach me English
Gaby ☆,2019-11-17 16:06:52,Great
Enjolras,2019-11-17 16:06:31,Eso mi Drake
la pistiar,2019-11-17 16:06:28,Alch ya naturalicen al Drake Bell
juLia brOwn clOwn,2019-11-17 16:04:12,Noooo I’m bad at spanish 
m.,2019-11-17 16:04:05,Open Spanish con Drake Bell
Le enmascarado Battery,2019-11-17 16:03:39,Lol so cool
Riverplate₪se⚪🔴⚪,2019-11-17 16:03:21,Woooooo excelente !!
Atómica☄,2019-11-17 16:03:12,"We all americans  you, maybe, mean: US citizen  learn the difference ;)"
Eduardo Padilla A.,2019-11-17 16:02:46,That’s a great news
Helman Ignacio,2019-11-17 16:02:24,Crack
mel☁,2019-11-17 16:02:07,Stan Drake Bell gente
Luu ◟̽◞̽ -179,2019-11-17 16:01:26,Stan Drake Bell https://twitter.com/DrakeBell/status/1196083107671068672 …
jair pacheco,2019-11-17 16:01:21,chingon drake
Mike Koch 🌔🔭,2019-11-17 15:58:06,"Ronald Jones, Drake, Bell, & James White. Who do I sit!? 
#FFNow #FantasyFootball"
🍀🌸11:11 🍀🌸,2019-11-17 15:57:05,LOOOOOOL ES REAL
Ryan Crain,2019-11-17 15:56:53,"Honestly? I can’t stand Drake Bell’s voice in any show for Spider-Man. 
However if this were the 90s show with Christopher Daniel Barnes, I’d agree with you 100%"
A ʀ ʟ ᴇ ᴛ ʜ ♕,2019-11-17 15:56:48,Yass
SPICY MAMI,2019-11-17 15:56:18,amo a drake bell
“Moon Fairy ” - Bangtan Style,2019-11-17 15:56:07,Dooooouuuh
Sebastián Gutiérrez,2019-11-17 15:55:53,Fuckboy
Cejotah!,2019-11-17 15:55:52,Nigga
sick of this world,2019-11-17 15:54:27,Drake bell is like: I quit to speak English pic.twitter.com/OArpChJQ10
Solo Mario,2019-11-17 15:54:25,Because??
xime,2019-11-17 15:52:59,"The best thing I’ve ever read, te amo mucho mi amor"
Lorena Olivia,2019-11-17 15:52:58,When Drake Bell speaks better Spanish than you...  https://twitter.com/DrakeBell/status/1196083107671068672 …
Rayo McQueen,2019-11-17 15:52:09,Mexico is also in America actually
Sherkadas,2019-11-17 15:51:23,Tell me that you love me in SPANISH uwu
!ari,2019-11-17 15:50:39,Iconic
Xven,2019-11-17 15:49:59,Yey!! Vivaaa
⚘al,2019-11-17 15:49:44,FINALLY
IamHarbi👿💯,2019-11-17 15:49:28,Ayyy good dude good
pamela☘️,2019-11-17 15:48:58,da clases en open english vsgsh
♡Ⓥⓘⓐⓝⓝⓔⓨ♡ ¿A Dónde Vamos?,2019-11-17 15:47:42,Follow spree o que?
Ivannov,2019-11-17 15:46:59,Why dude?
Jerry Green,2019-11-17 15:46:38,"#AskFFT Half pt ppr ... Drake, Ingram, or Lev Bell in the flex?"
𝚢𝚊𝚛𝚎ⁱ ˡᵒᵛᵉ ᵘ ʲᵘⁿᵍʷᵒᵒ,2019-11-17 15:45:54,MOOD
That1NerdJacob,2019-11-17 15:45:30,I don’t know who has my password and made me follow @DrakeBell but thanks I guess
🌮𐌼cƜɛɛв🌮,2019-11-17 15:45:14,"Indeed; as unfortunate as it is, I’m fine with Drake Bell having took his place. He actually does good work when givin' a good direction."
mary saw nouis🇲🇽,2019-11-17 15:42:22,I SEE YOU SOON
DenishaLucyHernández,2019-11-17 15:42:21,Great  / Genial
aubree ;),2019-11-17 15:42:17,but why tho
Emiliaco El Salvador 🇸🇻| Josué |,2019-11-17 15:41:56,CRAAAAAACK
perla,2019-11-17 15:40:46,"Tres palabras:

STAN DRAKE BELL https://twitter.com/DrakeBell/status/1196083107671068672 …"
A l e x ❁,2019-11-17 15:39:14,YAS KING
pau,2019-11-17 15:36:51,Love u so much!!!! 
nAd,2019-11-17 15:36:42,"Us fans who speak Spanish as our native tongue are also Americans, remember that America is A CONTINENT, lmao."
↪K A T Y ↩,2019-11-17 15:35:56,I love too xx
Braulio Ramos Rodriguez,2019-11-17 15:35:46,That's great !! 
Choi HEE (Harleen)💙🇲🇽,2019-11-17 15:35:36,Why? If you almost don't tweeted or... Now are you going to write more?  Will you practice your Spanish?
Adam A,2019-11-17 15:33:38,@FFToday Kenyan Drake or Devin Singletary?  I've also got Chark in the flex and Lev Bell.
patricia,2019-11-17 15:33:37,genial
Matt Harris 🍥,2019-11-17 15:33:34,Time to unfollow.
💜 • T a m •,2019-11-17 15:32:02,"Drake, mi hermano "
Alejandra Bermejo,2019-11-17 15:31:00,There is nothing sexier than my man learning Spanish and appreciating my culture and language. Omfg  
"αყℓเɳ🍒, ᶠⁱⁿᵉ ˡⁱⁿᵉ",2019-11-17 15:30:47,"Ay Drake, te amoo"
D,2019-11-17 15:29:42,Drake 
bru 🇨🇱,2019-11-17 15:29:13,q es weon nekdjjwkf
Cindy:)ᴸᴶ¹ -6,2019-11-17 15:29:06,q intelectual
pinky; abigail🏎️,2019-11-17 15:28:52,what do i do now with this magnificent english?
ᵐᵒᵒᶰ 🌙 au 📌,2019-11-17 15:27:00,Open spanish con Drake Bell
heidy ◟̽◞̽,2019-11-17 15:26:23,We stan
𝚈 𝚎 𝚜 𝚜 🐠,2019-11-17 15:25:43,You can do it!
🇲🇽Regina Schnieper🇲🇽,2019-11-17 15:22:40,Drake eres el mejor  we love you!! 
Honeymoon 🌈,2019-11-17 15:20:44,Yas daddy
omarrcneto,2019-11-17 15:20:08,portuguese please
@foxixtown,2019-11-17 15:18:47,"But why bro?,think in you american fans"
Arrielle_25,2019-11-17 15:18:26,"Okay I'm sad to hear that, seeing that you still have fans in Europe and America."
𝐃𝐢𝐚𝐧𝐚 𝐒𝐚́𝐧𝐜𝐡𝐞𝐳,2019-11-17 15:17:58,"He never forget all his fans, but he really loves Mexico!"
Claudia Villalta 💔 broken,2019-11-17 15:17:48,I know you’re trying to learn more spanish but can I know why hun?
𝑨𝒏𝒏𝒊𝒆 ❤️,2019-11-17 15:15:37,Really?
Kristhian Lizcano,2019-11-17 15:15:36,What?
Spiderman ⚾,2019-11-17 15:14:40,Grande Drake Bell  https://twitter.com/DrakeBell/status/1196083107671068672 …
Solo Flor,2019-11-17 15:14:34,Are you aware that you can be Mexican now? What stops you?
Eli◟̽◞̽ Fine Line-Walls & Flames🇵🇪,2019-11-17 15:14:31,Ah caray que cool
webhead,2019-11-17 15:14:12,Drake Bell honestly isn’t a bad Spider-Man voice actor it’s just his writing is god awful... except for avengers earths mightiest heroes
ed kast,2019-11-17 15:13:10,Yeah !
Carol -5 🇲🇽,2019-11-17 15:13:08,Intelectual
Natae💜🇲🇽,2019-11-17 15:12:52,Genial
ian krysztoff,2019-11-17 15:12:13,"Awesome, keep learning spanish, you're our new citizen "
Écthor Hornet,2019-11-17 15:11:47,"Eres el hombre, you're the best"
Tom miceli,2019-11-17 15:11:46,"@SiriusXMFantasy standard scoring, pick two. M. Sanders, B. Hill, L. Bell, Drake. Thx!"
Eleanor Rigby,2019-11-17 15:11:41,Love You baby 
Leeveeahh,2019-11-17 15:10:58,Cuuute
Bertha Glez,2019-11-17 15:10:44,Genial 
Raultec12,2019-11-17 15:10:39,Te amo drake bell
PTR Crispy,2019-11-17 15:10:37,why tho
vivian // harry mx,2019-11-17 15:10:29,Come back to monterrey!!!!
vivian // harry mx,2019-11-17 15:10:18,Love u
nancy henderson,2019-11-17 15:07:00,Do you wanna be Mexico’s president??
Monse Báez,2019-11-17 15:04:54,"I love u, gracias.pic.twitter.com/cD6k6UfuvC"
Ellie-may Souch,2019-11-17 14:55:44,Hi Drake Bell
Paola Rodriguez,2019-11-17 14:51:48,???? What do you mean???
Drake Bell Greece®,2019-11-17 14:50:44,"Hi dear @drakebell Greece loves you, and wait for you, greetings   "
Floyd’s bandana,2019-11-17 14:50:16,"Mate you should get you an apartment or something here in Mexico already, I mean, you’re practically Mexican now, just saying "
💘 Drakester Angel💘🇬🇷,2019-11-17 14:48:44,"Hi dear @DrakeBell please allow the Greece show to you how loves you, please came on Greece, I love you so much baby      #TeAmoMucho #iloveyou #DrakeBell #alwaysyou"
⚘al,2019-11-17 14:48:03,Im not from mexico but love u 2
nick,2019-11-17 14:47:45,I don’t see it that way I don’t see it that way
"drug dealer? no man, hug dealer",2019-11-17 14:47:22,We love you even more
ℯrika ; FINE LINE,2019-11-17 14:46:00,I HOPE TO SEE YOU SOON
Anahi irá a ver a Harry Styles💗,2019-11-17 14:45:28,"We love u too, you are the best"
May,2019-11-17 14:44:31,We love u too
Tнαϊѕѕα,2019-11-17 14:44:27,Come in belgium 
Naty,2019-11-17 14:42:30,We love you so much!  you’re always welcome
Lauren Gordon,2019-11-17 14:11:39,Lyric?
arveja,2019-11-17 14:08:12,Los Strokes 
Daniel Sánchez,2019-11-17 13:54:44,are you in Mexico? come to Cancun 
Fer Zepeda ⚡⚡❤😘🎵,2019-11-17 13:42:51,Oki  I love you
Stephiee,2019-11-17 13:34:10,I got so excited only to find out it wasn't really @DrakeBell that followed me  pic.twitter.com/saxp7XDS1J
Jennifer Strom,2019-11-17 13:17:47,"@DrakeBell @ItsJoshPeck 

GUYS. PLEASE FOR THE LOVE OF ALL THINGS HOLY, ADD DRAKE AND JOSH TO NETFLIX."
Hayley✨🌴,2019-11-17 13:07:41,Okay but Megan wouldn’t allow that
xoxobhartxoxo,2019-11-17 12:53:37,Fuck yuh drake
Yasmeme🤔,2019-11-17 12:43:51,I love you
Joe Onofrio,2019-11-17 12:33:07,"Nope, the less people the better"
Carlos Andres,2019-11-17 12:32:29,I want a pizza 
Gavin Gonzalez,2019-11-17 12:22:53,@DrakeBell = God??? Change my mind
hexgirl29,2019-11-17 12:14:21,Tough- that ain’t ever gonna happen.
Kadianne 😃,2019-11-17 12:13:44,"Wow, that's great!"
Confewze,2019-11-17 10:11:00,That's epic
⨺,2019-11-17 10:01:40,Totally YAS! 
spooky 💭,2019-11-17 09:34:18,WHY DO I ALWAYS HAVE YOU SO CLOSE TO ME BUT I NEVER GET THE CHANCE TO MEET YOU??
Jair Nero Origel,2019-11-17 09:15:15,WTF IS GOING ON?
Hikari 光 Angie,2019-11-17 09:09:18,Watching them in 1 WEEK 
Leo Díaz,2019-11-17 08:36:05,"Is a song, what ever happend?
The Strokes"
💘 Drakester Angel💘🇬🇷,2019-11-17 08:30:56,"You are my best singer in the world baby @drakebell I wish you to come in Greece soon, I love you so much baby        "
💖🇬🇷 Rewind Drake Bell (Iordana)💖,2019-11-17 08:26:06,"When I will see my best artist and singer? @DrakeBell you are, I love you so much baby     congrats for your new amazing Song MIA   "
paulo aldaz,2019-11-17 08:14:31,"Dude , I send a  salute from Ecuador ! , you are the best"
🎅☃️ Max Tavares ☃️🎅,2019-11-17 08:11:38,The Stokes
Michel Cadena,2019-11-17 08:07:39,Con Drake Bell. @drakebell https://www.instagram.com/p/B49ZIjEJFW-/?igshid=1xd6wbh6f8o0i …
Brown people don’t cry.🤡,2019-11-17 08:05:14,I thought it was gravity zero :(
𝒴𝒾𝓉𝓏ℯ𝓁 🇲🇽♡,2019-11-17 08:04:24,I love u
Joshua Hoffman,2019-11-17 07:57:40,The Rolling Stones... Since 1962. 
Mario Reyna,2019-11-17 07:55:43,Unblock me on Instagram @DrakeBell I miss you
Majo🇲🇽,2019-11-17 07:54:14,"bro, the best band"
andrea sofia,2019-11-17 07:54:08,"RIGHT?! I'm dying to meet them, they're coming next year to Monterrey, Mx and I have no tickets :("
Sam Pesare,2019-11-17 07:54:02,Lucky af
Vale 🍉🍉,2019-11-17 07:53:43,Hi Drake! What do you think about the new single Watermelon Sugar by Harry Styles?
Zombiedith,2019-11-17 07:53:19,"I love The Strokes, but what about muse?"
Johvany Amaro,2019-11-17 07:52:52,Julian was so wasted!  Still a great band 
J Amadeo,2019-11-17 07:52:39,Lov that u love that
"diana◟̽◟̽;louis voice:""don’t worry darling""🇲🇽",2019-11-17 07:52:32,I just want to protect you from everything
victor,2019-11-17 07:52:25,"Hey, How are you?"
Colin Murphy,2019-11-17 07:48:21,"Other people definitely don't want you to be forgotten, trust me on that."
sinahi_ru,2019-11-17 07:46:46,"@DrakeBell hey sweetie don’t buy a house here in Mexico, my mom want you as a “yerno” "
Brian Ꮹeno,2019-11-17 07:32:04,Same
nick,2019-11-17 07:26:15,She said please don’t make this harder. No I won’t yettttttttt
🇩🇴Victor🔰Marvell🇩🇴,2019-11-17 07:17:53,Drake on crack now???
๑ stinky ๑,2019-11-17 07:14:52,drake bell really played timmy turner in the live action fairly odd parents movie .....
Bill McCord⚪️,2019-11-17 07:11:52,You lookin like child and current Drake Bell pic.twitter.com/NFKUOdgHKo
Christian 🔞(26) クリスチャン・ストレスキ,2019-11-17 07:06:56,Watching #DrakeAndJosh why not @DrakeBell  a reboot of @netflix  :P team up with @Nickelodeon
Jeremy,2019-11-17 06:54:24,THE STROKES
Victoria Shore,2019-11-17 06:53:55,"DUDE. Please don't say things like that. I don't know you personally but no one wants you to be forgotten. Everyone wants you here. You were my childhood. The Amanda Show, Drake & Josh and then your music career. I'm sending luck your way."
Adekunle Brown ✍🏼,2019-11-17 06:44:50,king_fatai @drakebell chrisbrownofficial @iam_Davido No guidance challenge  https://www.instagram.com/p/B49PkMbAxEb/?igshid=1vbv7mv9f9pdh …
Steve Noblin,2019-11-17 06:42:07,Thats deep
Adekunle Brown ✍🏼,2019-11-17 06:39:39,No guidance challenge  @drakebell chrisbrownofficial @iam_Davido cc king_fatai https://www.instagram.com/p/B49O4nmgxoV/?igshid=szdsvm1fp1sb …
𝒓𝒂𝒊 🍒♡,2019-11-17 06:32:16,been a hot minute since i listened to drake bell so here we are
Nati,2019-11-17 06:30:12,"You say: please don't make this harder,
Nooooo, I won't yet"
Jules.,2019-11-17 06:19:58,"No, I won't yet..."
Osbar,2019-11-17 06:19:24,Is this true?pic.twitter.com/1KV923ZXuP
Glasgow –1,2019-11-17 06:06:41,u ok Nosborn?
Dime Lindura,2019-11-17 06:06:09,You are always right men you are the cutest person in the world 
Anne Aguero,2019-11-17 06:05:20,Oh Babe!!
Paola🌻,2019-11-17 06:04:27,"Why??
Are you Ok?
Love."
Dwayne Johnson,2019-11-17 06:04:23,why drake bell
Anne Aguero,2019-11-17 06:03:49,What????  ¿Todo bien en casa?  Really???
Larissa ⚡️,2019-11-17 06:02:30,WTF!?!! DRAKE BELL FUE AL CORONA CAPITAL
🐐,2019-11-17 06:01:40,You must mean @DrakeBell  https://twitter.com/thecartersue/status/1195905315151192064 …
Josh Washington,2019-11-17 06:00:45,Same
Visored,2019-11-17 05:53:46,"You say, ""Please don't make this harder""
No, I won't yet"
Angel Barajas Zarate,2019-11-17 05:52:54,"@DrakeBell I hope you're okay, you're a great singer, I love your music, I know that money is not everything and that you are human beings and we have problems, I hope you are well and God help you with your problems, and remember that everything has a solution in this life."
Shane 🕯,2019-11-17 05:52:25,I wanna be your vacuum cleaner...
Adry Garza,2019-11-17 05:51:30,Simply impossible...
♡Miriam♡,2019-11-17 05:48:15,"Bby, are you ok?"
hombo,2019-11-17 05:45:48,boob
—♡⃕ тoм̼,2019-11-17 05:45:05,"actually i'm obsessed with you, lol"
It’s Jesus Season ❄️,2019-11-17 05:45:01,Okay
Abríl Manuka Honey,2019-11-17 05:41:49,You suggesting that your collabing with the strokes 
Lombardini,2019-11-17 05:41:39,"@DrakeBell When I met you I couldn't tell you how much you mean for me and how you changed my life. You saved me, thank you, thank you, thank you!"
Daniela ☯,2019-11-17 05:39:55,"You can forget what you want, but never forget that I love you "
elijah,2019-11-17 05:38:57,"i know people say drake bell wasn't a good spider-man, but i think it all depends on the direction he's given because i thought he was pretty great in this episode https://twitter.com/tum_ultim/status/1195206211815145472 …"
Zariful Shaikh,2019-11-17 05:36:16,Somebody please make sure he’s okay. I don’t wanna wake up knowing this may be his last words to us
MY CHEM IS BACK,2019-11-17 05:36:01,"...and I say “harder, daddy”"
MY CHEM IS BACK,2019-11-17 05:35:34,Kinda feel the same honestly
Lombardini,2019-11-17 05:35:31,@DrakeBell Do you really know how much you mean for us?
Cassi🅱️,2019-11-17 05:34:18,I love you
be honest with yourself,2019-11-17 05:32:11,Too me I always looked up to you. You always inspired me to do great things in life. And I will keep my end of that deal. I still look up to you because you made a positive impact in my life growing up. And I have so much to thank you for.
🍁M͙i͙k͙e͙n͙l͙a͙🍂,2019-11-17 05:31:25,I FEEL THAT BROO
Garciia🎣,2019-11-17 05:30:05,I’ll be happy to take over ur bank account
JQuiroz,2019-11-17 05:29:49,"You say, please don't make this harder"
Elise,2019-11-17 05:29:18,Drake Parker...how dare you
jorge fierro,2019-11-17 05:29:11,Invitame al after
Abru Kovacevic✨,2019-11-17 05:28:57,"You say, ""Please don't make this harder""..."
mabew,2019-11-17 05:28:53,why u referencing strokes songs?
☁️,2019-11-17 05:28:41,Such a shame I'm going to remember you till the day I die
Liily Estrada,2019-11-17 05:28:33,"You say, ""Please don't make this harder""
No, I won't yet..."
mabew,2019-11-17 05:27:32,What Ever Happened-The Strokes ??
Richi ibarra,2019-11-17 05:27:31,But Drake is Drake
King_Collin,2019-11-17 05:27:17,That’s a “MOOD”
☢️ AtomiK9,2019-11-17 05:27:06,I said please don’t make this harder... no I won’t yeah
N u b e ☁️,2019-11-17 05:26:44,What's going on?
𝓳.,2019-11-17 05:26:15,"Now that you mention it, don't you happen to want to marry me?"
Fer Zepeda ⚡⚡❤😘🎵,2019-11-17 05:26:10,Because love of my life who hurt you   to defend you
be honest with yourself,2019-11-17 05:26:07,Need you around in life.
Daniel Sánchez,2019-11-17 05:25:52,What ever happened
be honest with yourself,2019-11-17 05:25:47,"Listen, as much as I want to agree with you on that. I absolutely can not agree with that. It took you not that long to make a name for yourself and to get popular. People who barely knew you back then and stayed all this time shows how much they like you. You got people who"
ᴊᴜᴅʏ,2019-11-17 05:25:27,"the strokes,,, but; u ok bro? :("
K4le,2019-11-17 05:25:26,"YOU SAY ""PLEASE DONT MAKE THIS HARDER"""
Danny ❤,2019-11-17 05:25:24,You'll always life in us. We love you 
𝖕𝖊𝖆𝖈𝖍𝖞 ❦,2019-11-17 05:25:06,this is one of my favorite songs of all time !!!!
Ronaldo,2019-11-17 05:24:55,Simon Drake Bell
VickaVCruz,2019-11-17 05:24:44,All good? Why don't you want to be remembered if it's beautiful to have you
Constanza Salles 🇦🇷🌸,2019-11-17 05:24:41,What??? Why?
Va$ Mu$a,2019-11-17 05:24:17,Dont hesitate to reach out to anyone. We love you.
Lombardini,2019-11-17 05:24:09,@DrakeBell you should do a cover in Spanish. What do you think?
Jessica,2019-11-17 05:24:07,"Obsessed with #EXO  :'u 
Incontrolable @weareoneEXO 
Sorry"
Tea Broice,2019-11-17 05:23:41,"@DrakeBell hey Drake, What do you like most about Mexico? "
Larissa ⚡️,2019-11-17 05:23:40,"I think he is, but just in case, Drake we love you !!"
🇲🇽Cami - saw top - 33,2019-11-17 05:23:21,WHAT???
Adri,2019-11-17 05:23:06,"Too late, legend."
💙||•°CICH°•||Min Yoongi💙,2019-11-17 05:22:57,Are U ok? :((?????pic.twitter.com/bRDLu0hSiT
𝕊𝕦𝕘𝕒𝕣𝕔𝕦𝕓𝕖𖤐,2019-11-17 05:22:54,What’s happening
deset,2019-11-17 05:22:52,We can’t forget about you we love you sorry  and please never say that again
"diana◟̽◟̽;louis voice:""don’t worry darling""🇲🇽",2019-11-17 05:22:51,you're good? You are my whole life and I just want you to be well
Yung Savage,2019-11-17 05:22:50,You’ll never be forgotten #herosgetrememberedbutlegendsneverdie
'Vision' Out 1/1/2020,2019-11-17 05:22:49,Make a Strokes cover album
Brandon Allan,2019-11-17 05:22:35,Yeah it’s called whatever happened lol but still I hope he’s okay
"diana◟̽◟̽;louis voice:""don’t worry darling""🇲🇽",2019-11-17 05:22:23,"I hope it's the lyrics of a song,"
N u b e ☁️,2019-11-17 05:22:12,"@DrakeBell I realized that you no longer follow me, how sad "
Anna Devereux,2019-11-17 05:22:11,I was just thinking this 
Brandon Allan,2019-11-17 05:22:02,Everything okay? I’m here if you wanna talk:/
Mavis 🦇,2019-11-17 05:22:02,I love u 
jiggy stardust ⚡️,2019-11-17 05:22:01,@DrakeBell quoting @thestrokes ? Good stuff https://twitter.com/drakebell/status/1195934398010413056 …
M.G.J.H,2019-11-17 05:21:59,Are u ok?
Jeff,2019-11-17 05:21:52,Please don't make this harder
k a r y ✨,2019-11-17 05:21:48,what
Larissa ⚡️,2019-11-17 05:21:45,"You say, ""Please don't make this harder""..."
🎃3ℛℰⅈᏀℕՏ3🎃,2019-11-17 05:21:30,Drake eres un crack
#ONFOT7 #WITZOT5 ♡ #RAINZER&Joyful&You'thForever ♡,2019-11-17 05:21:27,Why? q.q
N u b e ☁️,2019-11-17 05:21:26,"@DrakeBell What happened to your last tweet, all right?"
C∆rlos Zúñig∆,2019-11-17 05:21:23,The Strokes?
mafer |,2019-11-17 05:21:07,What
Larissa ⚡️,2019-11-17 05:20:51,"I think that is a song of the strokes, well i hope so!"
Michel,2019-11-17 05:20:46,"I'm obsessed with you
You are an incredibly wonderful and simple boy, you don't know how much I admire the way you treat people and I greatly admire everything you've accomplished.
I love you.
Te amo muchísimo @DrakeBell y esperó que algún día pueda conocerte."
k a r y ✨,2019-11-17 05:20:26,Is that a new song or whatttttt
M.G.J.H,2019-11-17 05:20:21,Omg are u ok?
deset,2019-11-17 05:20:18,We can’t forget about you we love you sorry  and please never say that again
Larissa ⚡️,2019-11-17 05:20:17,The strokes?!
kenni 🥟,2019-11-17 05:20:14,Bruh
Brandon Allan,2019-11-17 05:20:04,Everything okay? I’m always here to chat:/
kindsay,2019-11-17 05:19:48,Oh yea! Tell me? About what drake?
QuiqueTrejo,2019-11-17 05:19:33,What?!?!
Classic Guy,2019-11-17 05:16:00,"I'm not into having any fame, though that's likely because I am lame"
be honest with yourself,2019-11-17 05:14:10,No we are not all the same. I am the 1% who disagrees with this tweet. I never came to twitter trying to look for fame or for attention from larger artists
Ļέǿ Qůỉŕǿž  ⓃⓄⒷ,2019-11-17 05:14:09,"Naah i'm only obsessed with your song ""smoke it up"" "
todd phillips29🤖,2019-11-17 05:13:12,ok so i heard a drake and josh reboot is coming but i thought that drake bell and josh peck hated each other and if they came within any feet of each other they would beat each other up and they had restraining orders against each other.
𝙉𝙖𝙩𝙚 // ᛤMERCHBOIᛤ,2019-11-17 05:12:56,YES BITCH I LOVE THAT FOR YOU DID YOU KNOW THAT'S DRAKE BELL
Zach Harty,2019-11-17 05:09:46,"Happy Saturday 
Drake"
claw hands 💧,2019-11-17 05:07:16,"Hello Isaac, Drake Bell from hit show “Drake and Josh” here. Just wanted to stop by to check out my very rich and handsome homeslice Calvin and I see all this fuss!! Now what’s the big idea? Now i gotta get back to my $4 million dollar mansion which u dont have. Pce!  pic.twitter.com/YGflDMt6dZ"
Jenny✨,2019-11-17 05:05:37,Obsessed with you 
Virgil,2019-11-17 05:01:37,Fame isn’t always a good thing. Once you hit a certain level of fame.. you can’t go outside and do anything without people storming you.
Sara Bernal,2019-11-17 04:59:32,We all are humans! The way you think it’s amazing! Thank you! 
kindsay,2019-11-17 04:59:11,On the internet.
kindsay,2019-11-17 04:59:07,Too bad I didn’t get to meet you in person I think your handsome and I would love to meet you too drake. And now your best friend josh is married and has a kid congrats on your best friend josh I’m very happy for him and excited for him. I didn’t know he had a kid until I saw it
Garciia🎣,2019-11-17 04:59:03,"Haven’t had the fame life, let me borrow some!!"
Dafne Rivas♥️,2019-11-17 04:58:16,Obsessed with youuuu
kindsay,2019-11-17 04:58:13,Only four of them now I’m done with best friends and I’m sticking with all four of the forever and ever and ever for the rest of my life and they will always be my BFFs forever and ever and ever.
kindsay,2019-11-17 04:57:32,I’m a big fan of you. Just so you know I have best friends already I have four of them their names are Justin Bieber Macaulay Culkin Noah Schnapp and Matthew Espinosa and I love all four of them sooooooooooooooooooo much I’m sorry I’m taken already and no more best friends just
kindsay,2019-11-17 04:56:24,Drake I remember in 2014 you were at my high school in Fresno you went to my high school Clovis West and darn it I should of met you in person it’s all my fault but you were there singing your songs from the drake and josh show and josh wasn’t even there but I love you drake
Esmebell Henderson,2019-11-17 04:56:12,Of course... I love You  
Ney Es 🌼,2019-11-17 04:56:08,I want know you before I dead
#December6 💜🤘,2019-11-17 04:56:06,Facts
RoboPlaysAtari,2019-11-17 04:54:34,Im obsessed with fried chicken....fried chicken never lets me down
Tania,2019-11-17 04:53:20,Obsessed with the fame 4ever!!!!!!!
Tania,2019-11-17 04:53:17,I'm just obsessed with you 
Fer Zepeda ⚡⚡❤😘🎵,2019-11-17 04:52:51,I love you 
ℳirna; La Divaza te trata nice.,2019-11-17 04:52:01,Obsessed with u https://twitter.com/xprettylxar/status/1195141631546146818?s=21 …
Ilse Adali ✨,2019-11-17 04:51:38,Are you obsessed with fame? I do not think so 
Randi Lavik,2019-11-17 04:51:32,Drake Bell you are rad 
Lilian Munguia,2019-11-17 04:51:02,Kiss me brother
king 👑,2019-11-17 04:50:57,True
✘ Guike ✘,2019-11-17 04:50:45,Kiss me please 
Sofia #TeamNil🔥 #ShooterArmy #Tarifa,2019-11-17 04:50:37,I love you
Monnica Lightwood,2019-11-17 04:02:30,@DrakeBell ABOUT DAMN TIME pic.twitter.com/bV9crFua6w
irsoukull💓 🌏,2019-11-17 03:59:10,Tan bellooo Drake bell 
Maaz Riasat,2019-11-17 03:56:36,Can’t believe they disrespected Josh Keaton like that by taking out his lines and having Drake Bell voice him 
𝒇𝒂𝒏𝒏𝒚,2019-11-17 03:53:45,@DrakeBell The things one finds on facebook pic.twitter.com/qa8RfcaYN8
🦘🚩,2019-11-17 03:53:27,mood = Fuego Lento - Drake Bell
TricksterAaronWTB,2019-11-17 03:39:05,@DrakeBell can you help me get unblocked by Josh? I made a stupid joke about the “drama” between you two around the time he got married. Huge fan of you both. Just a poor decision by me
jose angel virgen,2019-11-17 03:18:50,you are already mexican
jose angel virgen,2019-11-17 03:16:42,Where is that?
jose angel virgen,2019-11-17 03:15:24,the police are ridiculous always trying to abuse their power by being a police officer
nadira,2019-11-17 03:12:46,drake bell vs justin bieber??? https://twitter.com/haaniyah_/status/1195797640010772480 …
Gail Capell,2019-11-17 02:41:24,Why isn’t Drake and Josh on @netflix yet?? @DrakeBell @ItsJoshPeck 
Goldview,2019-11-17 02:29:39,One week since our show with Drake Bell  pic.twitter.com/F0brSfmoy0
TEN,2019-11-17 02:28:15,What even IS his beef with Nickelodeon? Did something happen behind the scenes where the Drake and Josh revival couldn’t happen? I honestly don’t know.
"Taylor ""Watch Glitch Techs in 2020"" Ledbetter",2019-11-17 02:26:20,I don't trust a man who insulted the kids of the new All That...
TEN,2019-11-17 02:25:28,Maybe. Either that or he DOES know and doesn’t care.
"Taylor ""Watch Glitch Techs in 2020"" Ledbetter",2019-11-17 02:23:59,Is he really that unaware of what Dan;s been accused of?
Dani,2019-11-17 02:22:31,Lmao look at thissssss @DrakeBell pic.twitter.com/Jt7sOCChkw
TEN,2019-11-17 02:21:40,"Try telling this to @DrakeBell cause last time I checked, he INSISTED on bringing Schneider back for the Drake and Josh revival."
Ale Zarate,2019-11-17 02:15:40,Since #netflix is working with #Nickelodeon on #avatarlastairbender they should have talks about making a remake/spinoff of #DrakeandJosh with the original cast!!! Maybe include @DavidDobrik. @ItsJoshPeck @DrakeBell @Nickelodeon @netflix
Karla veronica,2019-11-17 02:02:49,"@DrakeBell Mexico loves you 
@DBFansMXpic.twitter.com/MbKjNlw6E4"
mariah,2019-11-17 01:51:03,soooo...... seems like i never got my niall and drake bell pic huh. i feel disappointed and betrayed
JimTrashJk,2019-11-17 01:40:33,"Well, at least was more that what the gave to drake bell"
